                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    164,                0.80812,                0.44648,                0.96528,                0.96604,                0.99113,                0.98411,                0.81144,                0.80095,                 0.3765,                0.97258,               0.004654,               0.004654,               0.004654
                    165,                0.80844,                0.42587,                0.93482,                 0.9625,                0.98729,                0.98175,                0.80164,                0.76782,                0.37078,                0.96691,               0.004621,               0.004621,               0.004621
                    166,                 0.8056,                0.43271,                0.94255,                0.97333,                0.99313,                 0.9793,                0.80685,                 0.7737,                0.36952,                0.96528,               0.004588,               0.004588,               0.004588
                    167,                0.82347,                0.44768,                0.94246,                 0.9692,                0.98941,                0.97714,                0.79799,                0.78073,                0.37819,                0.96383,               0.004555,               0.004555,               0.004555
                    168,                0.80246,                0.44268,                0.93099,                0.97253,                0.99225,                0.98363,                0.80994,                0.78366,                0.38106,                0.97474,               0.004522,               0.004522,               0.004522
                    169,                0.81669,                0.44464,                0.96684,                0.97078,                0.99387,                0.98287,                0.81283,                0.77519,                0.36594,                0.96565,               0.004489,               0.004489,               0.004489
                    170,                0.80361,                0.43802,                 0.9331,                0.97129,                0.99405,                0.98343,                0.81856,                 0.7553,                0.37953,                0.96236,               0.004456,               0.004456,               0.004456
                    171,                0.77393,                0.42765,                0.93624,                0.97095,                0.99405,                0.98657,                0.81289,                 0.7724,                0.37111,                 0.9749,               0.004423,               0.004423,               0.004423
                    172,                 0.7977,                0.44295,                0.94547,                0.97046,                0.99329,                 0.9804,                0.81191,                0.73851,                0.37569,                0.95311,                0.00439,                0.00439,                0.00439
                    173,                0.79594,                0.45949,                0.96705,                0.97067,                0.99405,                0.98361,                0.79971,                0.76138,                0.36594,                0.97731,               0.004357,               0.004357,               0.004357
                    174,                0.79688,                0.44331,                0.95139,                0.96858,                 0.9936,                0.98229,                0.81779,                0.74059,                0.36106,                0.95533,               0.004324,               0.004324,               0.004324
                    175,                0.79999,                 0.4266,                 0.9437,                0.97113,                0.99244,                0.98096,                0.81267,                0.74263,                0.36348,                0.95959,               0.004291,               0.004291,               0.004291
                    176,                0.79127,                0.42688,                0.96094,                0.97225,                0.99199,                0.97837,                 0.8176,                0.72692,                0.35277,                0.95227,               0.004258,               0.004258,               0.004258
                    177,                0.80329,                0.44358,                0.96056,                0.96338,                0.98406,                0.97579,                0.81125,                 0.7381,                0.37663,                 0.9528,               0.004225,               0.004225,               0.004225
                    178,                0.78296,                0.43153,                0.94514,                0.96497,                0.98201,                0.98293,                0.81389,                0.74608,                0.36329,                0.96505,               0.004192,               0.004192,               0.004192
                    179,                0.78663,                0.42143,                0.94961,                0.96581,                  0.986,                0.98269,                0.81647,                0.75638,                0.37263,                0.96411,               0.004159,               0.004159,               0.004159
                    180,                 0.7971,                0.44246,                0.95952,                0.97207,                0.99343,                0.98022,                0.81319,                0.73927,                0.35838,                0.96451,               0.004126,               0.004126,               0.004126
                    181,                 0.8109,                0.43752,                0.97952,                0.97209,                0.99246,                0.97997,                0.80569,                0.77885,                0.37473,                0.98511,               0.004093,               0.004093,               0.004093
                    182,                0.79827,                0.42217,                0.94971,                0.97234,                0.98977,                0.98253,                0.81559,                0.74619,                0.36406,                0.96734,                0.00406,                0.00406,                0.00406
                    183,                0.78688,                0.43279,                0.95904,                0.97122,                 0.9907,                0.98222,                0.80374,                 0.7958,                0.36942,                0.98162,               0.004027,               0.004027,               0.004027
                    184,                0.77619,                0.42454,                 0.9372,                0.96856,                0.99405,                 0.9805,                0.81592,                0.74334,                0.35771,                0.96113,               0.003994,               0.003994,               0.003994
                    185,                0.76844,                0.40535,                0.93318,                0.97402,                0.98859,                0.98006,                0.80661,                0.77017,                0.36647,                0.97291,               0.003961,               0.003961,               0.003961
                    186,                0.75599,                0.40319,                0.93128,                0.97291,                0.98715,                0.97992,                0.80622,                0.76878,                0.36982,                0.97014,               0.003928,               0.003928,               0.003928
                    187,                0.77104,                0.41256,                0.93379,                0.97085,                0.99352,                0.97922,                0.79387,                0.78801,                 0.3626,                0.98168,               0.003895,               0.003895,               0.003895
                    188,                0.80747,                0.43009,                0.94364,                0.97338,                0.99405,                0.97898,                0.80353,                0.76084,                0.36678,                0.96744,               0.003862,               0.003862,               0.003862
                    189,                0.77028,                0.41905,                0.93995,                0.97331,                0.99405,                0.98016,                0.80789,                0.74025,                0.36067,                 0.9537,               0.003829,               0.003829,               0.003829
                    190,                0.74322,                0.41601,                 0.9332,                0.97244,                0.99405,                0.97634,                 0.8111,                  0.737,                0.35335,                0.95637,               0.003796,               0.003796,               0.003796
                    191,                0.76398,                0.42344,                0.94583,                0.96894,                0.98913,                0.97677,                0.80283,                0.74395,                 0.3604,                0.96209,               0.003763,               0.003763,               0.003763
                    192,                0.77807,                0.41084,                0.94141,                0.96915,                0.98901,                 0.9785,                0.79541,                 0.7817,                0.36377,                0.98168,                0.00373,                0.00373,                0.00373
                    193,                0.78322,                0.41672,                0.95666,                0.96773,                0.98957,                0.98292,                0.81345,                0.75821,                0.35505,                0.97109,               0.003697,               0.003697,               0.003697
                    194,                 0.7803,                0.42045,                0.92745,                0.97042,                0.99195,                 0.9812,                0.81018,                0.75254,                0.35722,                0.97023,               0.003664,               0.003664,               0.003664
                    195,                0.75191,                0.40873,                0.92507,                 0.9682,                 0.9936,                0.97846,                0.80835,                0.74461,                 0.3514,                0.96033,               0.003631,               0.003631,               0.003631
                    196,                 0.7625,                0.40758,                0.93177,                0.97129,                0.99299,                0.97797,                 0.8148,                0.74434,                0.35355,                0.96445,               0.003598,               0.003598,               0.003598
                    197,                0.76583,                0.40478,                0.95308,                0.97392,                0.98918,                0.97711,                0.81437,                0.72592,                 0.3447,                0.95233,               0.003565,               0.003565,               0.003565
                    198,                0.76648,                0.40249,                 0.9305,                0.97295,                0.99001,                 0.9802,                0.80433,                 0.7397,                0.35351,                0.96761,               0.003532,               0.003532,               0.003532
                    199,                0.76651,                0.39705,                0.93974,                0.97363,                0.98787,                0.98096,                 0.8098,                 0.7398,                0.36538,                0.96038,               0.003499,               0.003499,               0.003499
                    200,                0.79865,                 0.4277,                0.94612,                 0.9663,                0.98591,                0.97834,                0.80509,                0.74149,                0.36351,                0.95835,               0.003466,               0.003466,               0.003466
                    201,                0.72559,                0.39673,                 0.9298,                0.96823,                0.98879,                0.97714,                 0.8075,                0.73296,                0.35945,                0.96267,               0.003433,               0.003433,               0.003433
                    202,                0.75932,                0.40864,                0.93171,                0.97068,                0.99405,                0.98058,                0.81368,                0.74077,                0.35017,                0.95705,                 0.0034,                 0.0034,                 0.0034
                    203,                0.76247,                0.42015,                 0.9285,                0.97395,                0.99405,                0.97826,                0.81218,                0.73231,                0.34488,                0.95596,               0.003367,               0.003367,               0.003367
                    204,                0.75987,                0.41144,                0.93728,                0.96846,                0.99405,                 0.9778,                0.81209,                0.74823,                0.35026,                0.95996,               0.003334,               0.003334,               0.003334
                    205,                0.76816,                0.41155,                0.93282,                0.96835,                0.99405,                0.97821,                0.81638,                 0.7372,                0.35561,                0.95768,               0.003301,               0.003301,               0.003301
                    206,                 0.7707,                0.41244,                 0.9423,                0.96857,                0.99405,                0.98063,                0.80766,                0.75794,                0.35877,                0.97391,               0.003268,               0.003268,               0.003268
                    207,                0.76265,                0.40518,                0.93896,                0.97136,                0.99295,                0.98208,                0.81838,                0.74235,                0.35604,                0.96205,               0.003235,               0.003235,               0.003235
                    208,                 0.7776,                0.41252,                0.94445,                0.97299,                0.99405,                0.98045,                  0.812,                0.74699,                0.34844,                 0.9648,               0.003202,               0.003202,               0.003202
                    209,                0.75281,                 0.4098,                0.94419,                0.97254,                0.99354,                0.97846,                0.80836,                 0.7478,                0.34809,                0.96092,               0.003169,               0.003169,               0.003169
                    210,                0.74504,                0.39875,                0.94698,                0.96991,                0.99405,                0.97583,                0.81723,                 0.7297,                0.34881,                0.95167,               0.003136,               0.003136,               0.003136
                    211,                0.73447,                0.39748,                0.92476,                0.97109,                0.98828,                 0.9752,                0.81075,                0.72712,                0.34819,                 0.9533,               0.003103,               0.003103,               0.003103
                    212,                0.73473,                0.41017,                0.92589,                0.96643,                0.98793,                0.97546,                0.80681,                0.74345,                0.35601,                0.96343,                0.00307,                0.00307,                0.00307
                    213,                0.76749,                0.39745,                0.94375,                0.97066,                0.98814,                0.97828,                0.81673,                0.73315,                0.34256,                0.95881,               0.003037,               0.003037,               0.003037
                    214,                0.76694,                0.40712,                0.93595,                 0.9661,                0.99405,                0.97848,                0.81444,                0.72878,                0.34541,                0.95691,               0.003004,               0.003004,               0.003004
                    215,                0.73262,                0.39674,                0.91999,                0.97201,                0.99405,                0.97724,                0.81291,                0.72677,                0.34348,                 0.9589,               0.002971,               0.002971,               0.002971
                    216,                0.74378,                0.39017,                 0.9226,                0.96933,                0.99014,                0.97691,                0.81667,                0.72476,                0.34776,                0.95577,               0.002938,               0.002938,               0.002938
                    217,                0.73729,                0.38754,                 0.9226,                0.96722,                0.99284,                0.97692,                0.81903,                0.71996,                0.34821,                0.94907,               0.002905,               0.002905,               0.002905
                    218,                 0.7446,                0.39847,                0.94207,                0.97008,                0.99405,                0.97809,                0.81236,                0.74151,                0.34141,                 0.9619,               0.002872,               0.002872,               0.002872
                    219,                0.77126,                0.40423,                0.95551,                 0.9728,                0.98948,                0.97804,                0.81835,                0.71954,                0.34043,                0.94529,               0.002839,               0.002839,               0.002839
                    220,                0.74623,                0.38712,                0.93661,                0.96964,                0.98843,                0.98475,                0.81642,                0.73198,                0.34479,                0.95733,               0.002806,               0.002806,               0.002806
